Timestamp,Humidity (%)
2024-05-16 17:17:14,36
2024-05-16 17:17:24,36
2024-05-16 17:17:34,36
2024-05-16 17:17:45,36
2024-05-16 17:17:55,36
2024-05-16 17:18:06,36
2024-05-16 17:18:16,36
2024-05-16 17:18:26,36
2024-05-16 17:18:37,36
2024-05-16 17:18:47,37
2024-05-16 17:18:57,37
2024-05-16 17:19:07,36
2024-05-16 17:19:18,37
2024-05-16 17:19:28,37
2024-05-16 17:19:38,37
2024-05-16 17:19:49,37
2024-05-16 17:19:59,37
2024-05-16 17:20:10,37
2024-05-16 17:20:20,37
2024-05-16 17:20:30,37
2024-05-16 17:20:41,37
2024-05-16 17:20:51,37
2024-05-16 17:21:01,37
2024-05-16 17:21:12,37
2024-05-16 17:21:22,37
2024-05-16 17:21:32,37
2024-05-16 17:21:43,37
2024-05-16 17:21:53,48
2024-05-16 17:22:03,48
2024-05-16 17:22:14,46
2024-05-16 17:22:24,44
2024-05-16 17:22:34,42
2024-05-16 17:22:45,41
2024-05-16 17:22:55,40
2024-05-16 17:23:05,40
2024-05-16 17:23:16,40
2024-05-16 17:23:26,39
2024-05-16 17:23:36,39
2024-05-16 17:23:47,39
2024-05-16 17:23:57,38
2024-05-16 17:24:07,38
2024-05-16 17:24:18,38
2024-05-16 17:24:28,38
2024-05-16 17:24:38,38
2024-05-16 17:24:48,38
2024-05-16 17:24:59,37
2024-05-16 17:25:09,37
2024-05-16 17:25:20,37
2024-05-16 17:25:30,37
2024-05-16 17:25:40,37
2024-05-16 17:25:51,37
2024-05-16 17:26:01,37
2024-05-16 17:26:11,37
2024-05-16 17:26:22,37
2024-05-16 17:26:32,37
2024-05-16 17:26:42,37
2024-05-16 17:26:53,37
2024-05-16 17:27:03,37
2024-05-16 17:27:13,37
2024-05-16 17:27:24,37
2024-05-16 17:27:34,37
2024-05-16 17:27:44,37
2024-05-16 17:27:55,37
2024-05-16 17:28:05,37
2024-05-16 17:28:15,37
2024-05-16 17:28:26,37
2024-05-16 17:28:36,37
2024-05-16 17:28:46,37
2024-05-16 17:28:57,37
2024-05-16 17:29:07,37
2024-05-16 17:29:18,37
